"id","question","keywords","answer"
"Q14","ASML 및 삼성전자의 Qual(품질 인증) 절차는 어떻게 진행되나요?","ASML,삼성전자,Qual,테스트,책임 이관,수명,웨이퍼,수소 플라즈마,에이벤처스,미쓰이 CVC,121개 지점,균일도 검사,Qual 지연 요인,대체 소재 없음","[요약]
기존에는 ASML이 직접 테스트했으나, 현재는 반도체 회사가 직접 테스트와 책임을 맡는 구조로 전환되었습니다.

[자세한 답변]
- 기존: ASML이 직접 펠리클 테스트 수행
- 현재: 반도체 회사(삼성전자 등)로 테스트와 책임이 이관됨
- 어썸레이 CNT 멤브레인은 수명 조건을 통과 (웨이퍼 10k, 수소 플라즈마 챔버 5,400초)
- SST는 현재 Qual의 초기 단계를 진행 중
- 삼성전자 Qual Test 2026년 3분기 통과 예정

[CNT 펠리클 검사 방법]
UV VIS 등 간접 방식으로 측정 중
- 포항 가속기 연구소에 의뢰하여 측정 결과 수령 중
- 현재 표준 기준 없음

[추가: Qual 검사 방법 및 지연 요인]
- EUV 투과율 및 균일도 검사 방법: EUV 펠리클의 표면 121개 지점을 검사하여 균일도 측정
- Qual 통과 지연 요인: 대체 소재 없고 고객에 판매 계약일이 존재하므로 매출 발생은 확정적. 당사의 개발 지연으로 미뤄질 수 있으나 수요처의 지연 요인은 없음

[추가: 삼성전자 납품 구조 및 듀얼벤더 (from 케이넷 meeting 2026.04.13)]
- 납품 구조: 어썸레이는 2차 벤더로 삼성전자 협력사 등록 불필요. CNT 펠리클 Qual 테스트에는 1차 벤더사(SST)와 함께 참여
- 듀얼벤더 시 생산 라인 영향: 어썸레이와 FST의 CNT 펠리클 물성 차이 존재 가능하나, EUV 장비 폼팩터가 동일하여 반도체 생산 라인에 장비 추가 세팅 필요 없음"
"Q15","SST와의 계약 및 파트너십 구조는 어떻게 되나요?","SST,독점 공급,구두 계약,서면 계약,AP시스템,주성엔지니어링,SSI,펀드,FST,에이벤처스,미쓰이 CVC,LG화학,주성엔지니어링,코팅 캐핑 파트너","[요약]
국내 한정 SST 독점 공급 구조이며, Qual 통과 시 서면 계약을 체결할 예정입니다.

[자세한 답변]
- 국내 한정 SST 독점 공급 상황
- 현재 구두 계약 형태이며, 향후 Qual 통과 시 서면 계약 예정
- SST의 직접 투자 제안이 있었으나 종속 우려로 거절
- SST는 코팅·캐핑에 대해 자체 완성을 주장하며, AP시스템과 협업 중, 주성엔지니어링 등 코팅·캐핑 협업 의사도 확인
- SSI 펀드: 블라인드 펀드. 이전에 프로젝트 펀드 결성을 시도했으나 이슈로 결성 못함. SST가 SSI 펀드의 LP는 아님
- FST로의 원재료 공급: 국내는 SST로 공급

[SST 투자 관계]
어썸레이는 SST로부터 투자를 받음 (미쓰이 미팅에서 확인)

[추가: S&S Tech 외 파트너십]
- CNT 멤브레인 파트너사 (S&S Tech 외): 코팅 및 캐핑을 통해 원하는 필름/펠리클 형태로 활용하기 위해 LG화학, 주성 엔지니어링 등과 협업 중
- 코팅/캐핑 관련 동향: 주성 엔지니어링, LG화학 등이 자체 역량 보유하여 CNT 멤브레인 기반 반도체용 소재/부품 사업 시도 중. 해당 회사들의 CNT 멤브레인 생산 역량은 없음"
"Q16","CNT-Cu 복합체 전선은 구리(Cu) 대비 어떤 성능 우위가 있나요?","CNT-Cu,구리,전도도,Ampacity,TCR,경량화,반도체 장비,TEL,CNT 전선 전도도,에이벤처스,미쓰이 CVC,가천대,임재홍,해성,도금 협업,양산 파트너","[요약]
Ampacity, 경량화(비중 1/6), 고온 안정성(TCR 제어), 내열성(400°C+)에서 Cu 대비 명확한 우위가 있습니다.

[자세한 답변]
- 비중: Cu 8.94 g/cm³ vs CNT-Cu 2~4 g/cm³ (6배 경량화)
- 전도도: Cu 5.8×10⁷ S/m vs CNT-Cu 1~3×10⁷ S/m (Cu의 17~52%). CNT 전선 전도도는 구리의 전기 전도도와 비슷한 수준 달성
- Ampacity: Cu ~10⁵ A/cm² vs CNT-Cu 10⁵ 이상 (Cu 대비 우위)
- 인장강도: Cu 200 MPa vs CNT-Cu ≥500 MPa 추정
- TCR: Cu는 양(+)으로 높아 고온에서 저항 급증, CNT-Cu는 도금조건으로 제어 가능
- 내열성: Cu ~200°C (산화) vs CNT-Cu >400°C (챔버 내부 적합)
- 이론적으로 구리 도금 전선이 기존 구리 전선보다 더 나은 성능 보유
* 출처: 경신케이블/가천대 공동연구(2025), 어닐링 400°C 1h H₂/Ar 기준

[CNT-Cu 전선]
CNT 도금 전선 성능이 구리와 유사한 수준으로 최근 달성
- 가천대 임재홍 교수의 논문 최근 공개됨

[추가: 도금 기술 개발 협업 체계]
- 구리 도금 CNT 전선 도금 수준 개선: 가천대 임재홍 교수와 협업을 통해 연구 개발 및 개선 진행 중
- 역할 분담: 연구 개발은 어썸레이 자체 진행. 양산 및 사업화는 해성 등 외부 파트너와 협업 예정
- 전기 저항/발열 온도 조절 방식: CNT 섬유의 두께, 밀도 등으로 조절 (from 케이넷 meeting 2026.04.13)"
"Q17","CNT 파이버의 전력용과 히터용 특성은 어떻게 제어하나요?","전력용,히터용,Cu 도금,TCR,Reel-to-Reel,스펙 제어,도금 조건","[요약]
Cu 도금 조건(두께, 단계, 펄스 조건)으로 전력용과 히터용 특성을 각각 최적화할 수 있습니다.

[자세한 답변]
- 전력용: Cu 도금 두께 ↑ + 어닐링 → 저저항, 안정 TCR 확보 (고전류 안정 전달)
- 히터용: Cu 도금 얇게 또는 bare CNT → 적정 저항, 균일 발열 특성 활용
- 양산 역량: Reel-to-Reel 연속도금 시스템 확보, 1-step/2-step 도금·펄스 조건별 데이터 보유"
"Q18","CNT 케이블의 안전 규격 현황은 어떻게 되나요?","안전 규격,PSE,JIS,UL,KC,REACH,TSCA,나노소재,EHS","[요약]
현재 CNT 케이블 전용 규격은 미정립 상태이나, 기존 전선 규격 프레임워크 내 적용을 조사 중입니다.

[자세한 답변]
- 규격 현황: UL, PSE, JIS, KC 등 기존 전선 규격 내 적용 가능성 조사 중
- 나노소재 EHS: REACH(EU), TSCA(미국) 등록 현황 확인 및 일본 NITE 규정 검토 진행
- 우선 대응: TEL 등 일본계 고객 대응을 위해 PSE법/JIS 규격을 최우선 과제로 설정
- 파트너 활용: 경신케이블의 기존 전선 인증 경험과 데이터를 활용해 인증 프로세스 가속화"
"Q19","axrial(CNT 파이버) 제품은 무엇이며, 섬유산업에서의 의미는?","axrial,CNT 파이버,섬유산업,스마트 텍스타일,경량화,FC-CVD,Techtextil,Innovation Award,발열체,발열체 원가,메탄,저렴","[요약]
axrial은 FC-CVD 연속 합성 기술 기반의 산업용 CNT 파이버로, 섬유를 능동적 전자·열 부품으로 전환합니다.

[자세한 답변]
- 열 성능: 니크롬 와이어 대비 300% 높은 열전도율
- 경량: 구리 대비 1/5 무게에서 높은 전도성(~50 MS/m) 유지
- 내구성: 반복 굽힘·접힘에서 금속 와이어 대비 우수한 피로 저항성
- 수상: 2026년 Techtextil Innovation Award(New Concept 부문) 수상, 유럽 데뷔 예정
- 발열체 매출: 현재는 연구 개발 단계이며, 샘플 판매 매출 존재

[추가: 발열체 원가 경쟁력]
- CNT 섬유 기반 발열체 원가: 원재료가 메탄 등으로 저렴하게 생산 가능하여 원가 경쟁력 보유

[추가: Techtextil 수상의 의미 (from 케이넷 meeting 2026.04.13)]
- 테크텍스틸 수상의 의미: 국제 섬유 산업 협회에서 시상하는 상으로, 기능성 섬유 개발 회사에 부여"
"Q20","axrial 제품의 개발 단계와 향후 계획은?","axrial,개발 단계,PoC,현대자동차,양산,인증,로드맵,충전 케이블,CNT 섬유,사업화,초고속 충전,충전 케이블,휴머노이드 로봇,우주 방산 확장","[요약]
자동차 히팅 시트 PoC 완료, 현대자동차와 경량 배선 R&D 진행 중이며, 양산 스케일업과 항공우주·방산 인증을 추진합니다.

[자세한 답변]
- 현재 단계: 자동차 히팅 시트 PoC(Proof of Concept) 성공적 완료
- 진행 중: 현대자동차 경량 배선(lightweight wiring) R&D 프로젝트
- 향후 계획: 글로벌 공급망 대응 생산 스케일업 + 항공우주·방산 산업 인증 취득
- 고객 현황: 현대자동차, KC모터스, 경신케이블 등과 협력 진행 중
- 유무선 충전 케이블: 현대자동차 2027년 소재 평가, 2028 적용 모델 확정 예정. 현재 구리 전선보다 비싸지만, 성능 개선 목적으로 선행 도입 예정
- CNT 섬유 사업화: 향후 3년 CNT 멤브레인에 집중 후, 2028년 CNT 양산 시설 구축 및 사업화 예정
- 자동차용 전선의 차량 1대당 분량은 현재 공개 자료가 없어 추정 불가

[추가: 충전 케이블 및 확장 방향]
- 초고속 충전 관련 전선 동향: 현재 상용화된 충전 케이블 대비 더 초고속 충전 케이블 연구 개발 중. CNT 섬유 기반 전선을 초고속 충전 케이블용으로 활용 가능
- 전선 사업 확장 방향: 현재 자동차용 초경량 고기능 전선 연구 개발 중. 향후 휴머노이드 로봇용으로 확장 예정. 우주 방산 산업으로도 확장 고려

[추가: CNT 섬유 매출 예상 시점 (from 케이넷 meeting 2026.04.13)]
- CNT 섬유 기반 제품 매출 예상 시점: 2030년 경
- 예상 매출 규모: 자동차, 우주, 항공, 방산 산업 적용 시 매우 큼
- 현대자동차 향 매출은 상대적으로 작을 것으로 예상"
"Q21","어썸레이의 CNT 기술이 EUV 펠리클 외에 활용되는 분야는?","CNT 응용,파이버,전선,히터,방열,차폐,모빌리티,스마트 텍스타일,우주 항공,X선,공기 정화,LG화학 전자파 차폐,에이벤처스,미쓰이 CVC,한화,방산 소재,HBM 방열,배터리 전극,이동욱 CPO","[요약]
CNT Crafting 플랫폼 기술을 초경량 전선, 히팅 소재, 스마트 텍스타일, 방열·차폐 등으로 확장하고 있습니다.

[자세한 답변]
- 초경량 전선: 경신케이블/가천대 공동연구, TEL 반도체 장비 내부 적용 검토, 현대자동차 경량 배선 R&D
- 히팅 소재: 자동차 히팅 시트 PoC 완료, 스마트 의류·의료 발열 기기 타겟 (axrial heat)
- 스마트 텍스타일: CNT 파이버 기반 웨어러블 전자 섬유 (axrial electric), Techtextil Innovation Award 수상
- 방열·차폐: CNT의 높은 열전도율 및 전자파 차폐 특성을 활용한 소재 개발. 현재는 샘플 대응만 진행, 향후 본격 진행 예정. LG화학 진출 시 재료 분야에 위협 발생 가능하나, LG화학의 CNT 파우더로는 섬유와 멤브레인 형태 생산이 어려움
- 우주 항공: 인공 위성용 도금 직조물 공급 (어썸레이 → 스텝랩 → LIG 넥스원 예정)
- X선 부품/장비 및 공기 정화 살균 장치: 정리 사업으로 전환 (상세 내용은 QX1, QX2 참조)

[CNT 응용 분야 확대]
원익 투자 파트너스 투자 이후 원익 그룹과 다양한 CNT 협업 진행 예정
- 방열 필름 사업화로 일본 TEL과 미팅 (from 미쓰이 meeting)
- X레이 제품 사업에서 CNT 멤브레인 소재 사업으로 집중 전환 (from 미쓰이 meeting) (X선 상세: QX1 참조)

[추가: 협업 파트너 및 신규 응용분야]
- 한화 에어로스페이스 주력 연구 개발 대상: 방산 소재, 경량 전선, 전자파 차폐, CNT 섬유 기반 직물. 제주도 한화 에어로스페이스와 프로젝트 단위로 협업 예정
- HBM 방열 소재: 반도체 HBM 방열 소재로 연구 개발 중
- 배터리 전극 소재: 이번에 합류한 이동욱 CPO가 향후 진행 예정

[추가: 전자파 차폐 및 제주도 이전 상세 (from 케이넷 meeting 2026.04.13)]
- 한화 CNT 섬유 기반 전선 응용처: 우주 방산 산업의 전자파 차폐재
- 기존 전자파 차폐재 소재: 금속
- 전자파 영역대 조절: 합성 및 생산 방식에 따라 전자파 영역대 조절 가능 (연구 개발 중)
- 제주도 위치: 구 탐라대학교 위치(루트 330)에 한화 산업 단지 구축 예정
- 제주도 인력 채용: 어썸레이가 직접 채용하여 역량 개발 예정"
"Q22","CNT 전선의 가격과 매출 전망은?","CNT 전선,가격,덱스맷,양산,매출,2028,2029,에이벤처스,미쓰이 CVC,생산 시설 역량,니치마켓,탄소 소재 전선","[요약]
현재 구리 전선보다 비싸지만 양산 라인 구축 시 가격 하락이 예상되며, 2029년부터 본격적인 전선 매출이 반영될 전망입니다.

[자세한 답변]
- 현재 가격: 구리 전선보다 비쌈. 미국 덱스맷 m당 100달러 수준
- 양산 시: 양산 라인 구축 시 가격 하락 예정
- 적용 일정: 2028년 적용 가능, 2029년부터 전선 매출 반영 예정
- 성능 대비 가격: 현재 비싸지만, 성능 개선 목적으로 선행 도입 예정 (현대자동차 등)

[CNT 전선 시장 진출 가능성]
미국 덱스맷, 나노콤 회사 존재하나 상용화 제품 없음

[추가: 전선 생산 역량 및 경쟁 구도]
- 전선 생산 시설 역량: 현재 생산 시설로 CNT 섬유 기반 전선의 대규모 생산 가능
- 탄소 소재 기반 전선 비교: 구리는 가격이 계속 상승 중. 타 탄소 소재 기반 전선은 양산 상태. CNT 섬유 기반 전선은 양산 전이나 양산 시 가격 하락 예정. 양산 시 타 탄소 소재 기반 전선과 가격 경쟁 가능
- 초기 사업 전략: 특수 전선, 초경량, 고기능, 니치 마켓을 대상으로 사업화 중"
"Q23","현재 투자 유치 일정 및 구조는 어떻게 되나요?","투자 유치,브릿지 라운드,멀티 클로징,투심,DB기술투자,SSI,원익,투자 현황,에이벤처스,미쓰이 CVC,삼성벤처,양성훈 상무,L&S 인베스트먼트,리인베스트먼트,런웨이,월 2억원,구주 60억,케이넷","[요약]
브릿지 라운드로 총 최대 90억원을 목표로 하며, 3월 말 투심 마무리 후 멀티 클로징으로 진행합니다.

[자세한 답변]
- 브릿지 라운드 프리 밸류: 560억원 (이전 540억원에서 상향)
- 총 모집 금액: 2025년 10월 20억원, 2026년 3월 40억원, 4월 30억원으로 최대 90억원
- 일정: 부회장 보고(가장 핵심) 이후 임원 시너지 위원회 진행. 3월까지 투심 마무리, 3월 납입 40억원, 4월 납입 30억원 예정 (멀티 클로징)
- 3월말 3개사 40억원, 4월 1개사 30억원 (미정이라 공개 어려움)
- 기존 주주 대상 신규 투자 동의 시 4월분까지 동의 예정
- 투자금 모집 관련: 2026년 매출 발생 시 유동성 확보 가능. 현재 유동성 확보 차원에서 안정적인 운영을 위해 진행 중
- 타 투자 후보사: IR 이후 투심 대기 중
- DB 기술 투자: SSI 금액에 맞춰 10억원~20억원 가능, 진행 회신 시 맞춰서 진행
- 원익 투심: 곧 진행 예정
- 2026년 3월 26일 유진 투자 증권 미팅: Pre 560억원, 최소 40억원 ~ 최대 70억원으로 4월 말 클로징 목표로 진행 중
- 투자 유치 진행 과정에서 검토 중이던 대형 투자 기관의 드랍으로 투자 검토 기관 추가 가능해짐
- 투자 참여 기관 확대에 따라 일정 지연으로, 최대한 빠르게 진행하는 방향
- 유니온 투자 파트너스와의 미팅 이후, 추가 투자 후보사 없음

[투자 유치]
Pre 560억원 진행 중 (확인)
- 2026년 하반기 주관사 선정 예정
- 2027년 중 Pre IPO 예정
- 투자 유치 완료 시 런웨이 3년 확보

[추가: 투자 기관별 현황]
- 삼성 벤처 투자: 양성훈 상무와 연결 이력 있음. SI로 이번 라운드에는 시기적으로 참여 어려움. Qual 통과 이후 참여 예정
- 리인베스트먼트: L&S 인베스트먼트와 공동 운영 펀드 보유. L&S는 이전 라운드에서 주성진 대표님이 검토했으나 투심에서 이견으로 Drop. L&S의 초기 투자 특성상 당시 어썸의 밸류가 높았음. 당사 보유 펀드 주 목적이 TCB 대상(어썸은 TCB 인증 보유)
- 케이넷투자파트너스: 투자 유치 현황 최소 40억원~최대 70억원 확인

[추가: 자금 운용 현황]
- 현재 런웨이: 월 번 2억원 이하 수준. 이번 투자 유치 목적은 런웨이 연장. 매출 발생에 따라 2027년 투자 유치 안할 수도 있음
- 기 투자 기관 구주 매각: 구주 매각 의사 확인 시 최대 60억원, 할인율 20% 예상
- 투자 참여 일정: 타 투자 기관들이 4월 말 납입 일정으로 추가 참여 어려움

[추가: 투자 기관 구체 금액 및 TCB (from 케이넷 2026.04.13, 리인베 2026.04.09)]
- 확정 투자 기관 및 금액: 원익 20억원, DB 10억원, 유니온 10억원, 액시스 10억원
- 원익 투자 계약서: 원익 측 계약 양식 요구
- TCB 인증: 어썸레이 TCB 인증 보유 (T-3 등급), 리인베스트먼트 보유 펀드 주 목적 충족
- 작년 투자 참여 구조: SSI가 보유한 펀드로 투자. SST의 직접 투자 및 LP 참여는 없음"
"Q24","프리 밸류 및 구주 매각 조건은?","프리 밸류,브릿지 라운드,구주 매각,카카오벤처스,서울대 기술지주,할인,공동창업자 구주,에이벤처스,미쓰이 CVC,공동창업자 퇴사,구주 할인율,지분 40%,포스트 리픽싱","[요약]
브릿지 라운드 프리 밸류 560억원이며, 기존 주주의 구주 할인 매각이 가능합니다.

[자세한 답변]
- 프리 밸류: 브릿지 라운드 기준 560억원 (이전 540억원에서 상향)
- 내부 지분: 약 40%, 공동 창업자 등 구주 매입 예정
- 2025년 말 20억원 납입 완료, 추가 40~70억원 투자 유치 중
- 구주 매각: 카카오 벤처스, 서울대 기술 지주 등 프리 기준 각 7% 내외 할인 판매 의사 있음
- 이번 투자 유치 중 구주: 카카오 벤처스 등 구주 30% 할인 판매 가능
- 신주/구주 투자 유치: 신주 또는 구주를 대상으로 투자 유치 진행 가능. 실사 요청 수용, 자료 제공 가능
- 공동창업자 구주 매입: 공동창업자 보유 구주에 대해 대표 개인의 매입 의사 존재. 공동창초자 보유 구주 비율 2인 합쳐서 총 11%
- 초기 투자 참여 기관 구주: 현재 주당 가격보다 할인 판매 가능 예상

[주주 구성]
초기 투자 기관 구주 매입 가능 (확인)
- 대표 및 공동창업자 40% (확인)

[추가: 지분 및 구주 상세]
- 공동 창업자 퇴사 이유: 회사 성장 및 경제적 이유로 퇴사
- 대표 및 공동 창업자 지분: 포스트 및 리픽싱 시 40%
- 구주 할인율: 카카오 벤처스 구주는 이번 주당 단가의 30% 수준 할인 판매 가능. 기 투자 기관 구주는 20% 할인 예상
- 주주 구성: 서울대 기술지주, 카카오 벤처스 각 7% 보유. 인비저닝 파트너스도 주주로 있음. 투자 유치 당시 ESG 테마로 투자받음 (QX2 참조). 진행 사업 관련 중견 기업의 직접 투자는 없음

[추가: 밸류 근거 및 카카오벤처스 (from 케이넷 meeting 2026.04.13)]
- 시리즈 B Post 밸류: 900억원 규모로 완료 (2018년 창업 후 바로 투자 유치)
- 밸류 상승 근거: 시리즈 B 중 환경 관련 신기술 등 이전 대비 성장으로 밸류 상승
- 리픽싱 구조: 주당 가격 리픽싱은 존재하나, 실적 기반 리픽싱은 없음
- 매출 저조 대비: 매출 저조에 대비한 투자 유치를 통해 유동성 확보 중
- 카카오벤처스 구주 매각: 매각 의사 긍정적, 김기준 대표가 직접 연락 예정"
"Q25","IPO 일정은 어떻게 계획하고 있나요?","IPO,주관사,기술 특례 상장,2027,2028,기술 등급,주관사 패키지,에이벤처스,미쓰이 CVC,유진 선택 이유,중형 증권사,Pre IPO 2027","[요약]
2026~27년 주관사 선정, 2028년 기술 특례 상장을 목표로 합니다.

[자세한 답변]
- 2026년 말~2027년 초 주관사 선정
- 2028년 기술 특례 상장 예정
- 기술 등급 TCB: T-3 등급
- 주관사 선정 계획: 유진 투자 증권의 지속적인 관심과 노력에 감사하며 긍정적으로 고려 중. 주관사 소개 미팅까지만 진행함
- 주관사 선정 절차: 투자사 및 주주 설득을 위해 공식적인 주관사 선정을 위한 미팅을 요청하고 절차를 통해 결정할 예정
- 유진 투자 증권 주관사+투자 패키지 제안: 실사→주관사 선정→투자 유치 패키지 제안 순서로 진행. 제안 내용 검토하여 긍정적으로 진행 예정

[IPO 타이밍]
2026년 하반기 주관사 선정 예정 (기존 2026 말~2027 초에서 구체화)
- 2027년 중 Pre IPO 예정

[추가: 주관사 선정 배경 및 Pre IPO 계획]
- 주관사로 유진을 고려하는 이유: 자주 연락 및 케어를 잘해줌. 대형 증권사는 이미 진행 중인 건들이 많아 중형 증권사로 알아봄
- Pre IPO 투자 유치 계획: 삼성전자 매출 발생 이후, 2027년 예상"
"Q26","정리 사업 부서 및 기타 사업 현황은?","정리 사업,IP,L/O,정리 사업부 공간,에이벤처스,미쓰이 CVC,IP 매각,로열티,그래핀 동향","[요약]
정리 사업 부서의 IP를 활용하며, X선·에어솔루션 등 기존 사업은 중단 후 IP 활용 단계입니다. (상세 내용은 QX1, QX2 참조)

[자세한 답변]
- 정리 사업: 보유 IP 활용한 L/O(License-Out), 직접 사업 진행은 추가 생산 중단. 외부 파트너 활용 예정
- 정리 사업 부서 공간·시설·장비: 매각 중이며 현금 확보 예정
- 재고 자산 처분으로 현금 10~20억원 확보 가능
- 중단 사업의 현황: 인력 구조 조정 완료. 정리된 사업의 IP를 해외 회사에 IP 매각 및 로열티 방식 고려 중

[추가: 그래핀 회사 동향 (from 케이넷 2026.04.08, 리인베 2026.04.09)]
- 그래핀 업체 현황: XG 사이언스, 2DM 등 다수 존재, 사업화/상용화 케이스 많음
- 그래핀 한계: 그래핀 자체의 물성 한계(두께 vs 투과율 트레이드오프, 풀사이즈 제작 시 20층 이상 필요, 수소 플라즈마 취약성)로 제품 사업화 어려움"
"Q27","정부 R&D 과제(DCP) 지원 현황은 어떻게 되나요?","DCP,정부 과제,R&D 지원,NCF Tech,지원금,국책 과제","[요약]
DCP 과제에 선정되어 정부 R&D 지원을 확보하였으며, 경쟁사 대비 선제적 신청을 통해 획득했습니다.

[자세한 답변]
- DCP 과제 지원금 규모: 2025년보다 2026년에 지원금 규모가 더 커지는 구조
- 2025년 신청 이유: 경쟁사인 NCF Tech가 신청함에 따라 지원금 규모가 작음에도 불구하고 선제적으로 신청하였고 최종 선정됨
- 의의: 정부 R&D 지원을 통해 연구 개발 자금 확보 및 기술 공신력 강화"
"QX1","X선(X-ray) 사업의 현황과 중단 배경은?","X선,X레이,냉음극,저선량,오스템,덴탈,CT,배터리 검사,4680,테슬라,IP,정리 사업,케이넷","[요약]
CNT 기반 X선 발생 장치는 기술적으로 시장 요구 수준을 달성했으나, 시장 수요 지연으로 사업을 중단하고 IP 활용 단계로 전환했습니다.

[자세한 답변]
- 사업 개요: CNT 섬유 기반 X선 발생 장치 (의료용·산업용)
- 기술 수준: 현재 시장 요구 수준을 개발한 제품이 달성. 저선량, 냉음극 방식으로 차별화
- 중단 원인: 기술적 문제가 아닌 외부 요인(시장 지연). 오스템 등 차세대 CT/덴탈 등 시장 수요 발생이 늦어짐
- 배터리 검사용 X선: 테슬라의 4680 배터리 검사 X선 장비 개발 지연으로 수요 발생이 늦어짐 (from 케이넷 meeting 2026.04.13)
- 현재 상태: 직접 사업 진행은 중단. 보유 IP를 해외 회사에 매각 및 로열티 방식으로 활용 고려 중
- 전환 배경: X레이 제품 사업에서 CNT 멤브레인 소재 사업으로 집중 전환 (from 미쓰이 meeting)
- 재고 자산: 정리 사업 부서의 공간·시설·장비 매각 중이며 현금 확보 예정 (재고 자산 처분으로 현금 10~20억원 확보 가능)"
"QX2","에어솔루션(공기 살균 정화) 사업의 현황은?","에어솔루션,공기 정화,공기 살균,전기 집진,조달,ESG,정리 사업,매출","[요약]
에어솔루션(공기 살균 정화 장치) 사업은 정리 사업으로 전환되었으나, 소규모 매출은 유지 중입니다.

[자세한 답변]
- 제품: CNT 기반 공기 살균 정화 장치
- 기술 방식: 전기 집진 방식. 집진부의 교체 및 세척 형태로 사업화
- 현재 매출: 2026년 초 기준 약 2억원 (민간 및 공공 조달)
- 현재 상태: 정리 사업으로 전환. 직접 사업 진행은 추가 생산 중단, 외부 파트너 활용 예정
- 투자 유치 배경: 초기 투자 유치 당시 ESG 테마(공기 살균 정화 장치)로 투자받은 이력 있음 (카카오벤처스, 인비저닝 파트너스 등)
- 사업 의의: 구조 조정 이전 메인 사업 중 하나였으며, CNT 섬유 기반 기술의 제품 사업화 경험으로 활용"

